APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,Keyword: Bioinformatics,Keyword: Computational,Keyword: Systems,Keyword: Sum,Keyword: At least one?
9057141,T32,MH,5,N,6/23/2016,7/1/2016,6/30/2017,242,T32MH106454,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,5T32MH106454-02,NIMH:190727\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF MENTAL HEALTH,Mental Health; ,AUSTIN,UNITED STATES,NEUROSCIENCES,10,170230239,US,578403,"UNIVERSITY OF TEXAS, AUSTIN",TX,787595316,"PUBLIC HEALTH RELEVANCE: The goal of the proposed training program is to offer the highest caliber pre- and postdoctoral training to position our students to become innovative leaders in the field of learning and memory. Impairments in learning and memory are characteristic of several mental health disorders, including schizophrenia, depression, and post-traumatic stress disorder. As such, there remains an urgent need to understand the brain mechanisms that underlie learning and memory in an effort to aid the development of effective treatment interventions for psychiatric and neurological disorders that require acquisition and maintenance of new behaviors. The skills required to obtain this goal is increasingly involve complex and state-of-the-art techniques, including cross-disciplinary experimental approaches and sophisticated computational techniques. The strengths of the talented and highly collaborative CLM faculty match these needs and are well suited to train the next generation of scientists that will lead this field in the 21st century.",1960889; ,"MAUK, MICHAEL D;","DESMOND, NANCY L",7/1/2015,6/30/2020,Learning; Memory; Training; ,Training in Learning and Memory,106454,ZMH1,Special Emphasis Panel ,,,2,177488,13239,190727,0,1,0,1,TRUE
9067150,T32,GM,5,N,6/1/2016,7/1/2016,6/30/2017,859,T32GM008450,SCHOOLS OF MEDICINE,PA-11-184,5T32GM008450-23,NIGMS:160490\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Emergency Care; Injury (total) Accidents/Adverse Effects; ,CHAPEL HILL,UNITED STATES,SURGERY,4,608195277,US,578206,UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275990001,"PUBLIC HEALTH RELEVANCE: Traumatic injury is the leading cause of death for Americans between the ages of 1 and 44, accounting for nearly half of all deaths in this age group, as well as significant long-term complications for many who survive, and the highly-specialized surgical care available at Level 1 trauma centers substantially improves patient survival and recovery from traumatic injury when compared to less specialized treatment. Further advances in the treatment of traumatic injury will require trauma surgeons to actively pursue the research necessary to make new discoveries and develop new systems of care, which is facilitated by adding formal preparation in the methods and application of scientific investigation to their clinical training. The program described herein provides the methodological and experiential groundwork essential for addressing this need.",1922662 (contact); 8817731; ,"CAIRNS, BRUCE A (contact); CHARLES, ANTHONY G;","SOMERS, SCOTT D",7/1/1992,6/30/2019,Fellowship; Trauma Research; ,Trauma Research Fellowship,8450,ZGM1,Special Emphasis Panel ,,,23,150972,9518,160490,0,0,1,1,TRUE
9107341,T32,CA,5,N,7/29/2016,8/1/2016,7/31/2017,398,T32CA009492,SCHOOLS OF MEDICINE,PA-14-015,5T32CA009492-32,NCI:335530\,"TRAINING, INSTITUTIONAL",2016,NATIONAL CANCER INSTITUTE,Cancer; Prevention; ,LOS ANGELES,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,34,72933393,US,7636101,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900331036,"PUBLIC HEALTH RELEVANCE: This T32 training grant on cancer control and epidemiology will train pre-doctoral and post-doctoral scientists to develop careers in cancer prevention research. It is one of the only training programs focused on this area. This renewal will expand the training of the next generation of cancer prevention researchers to address emerging trends in health disparities, cancer communications, and translation of prevention to treatment research, mobile health, systems science, ecological momentary assessment, spatial sciences, and informatics.",6418398; ,"PENTZ, MARY ANN ;","LIM, SUSAN E",9/1/1984,7/31/2020,Cancer Control; cancer epidemiology; Epidemiologic Studies; Grant; Research Training; ,Cancer Control and Epidemiology Research Training Grant,9492,NCI,Subcommittee I - Transistion to Independence ,,,32,441887,29341,335530,0,0,1,1,TRUE
9113072,T32,MH,4,N,7/19/2016,7/1/2016,6/30/2017,242,T32MH020021,SCHOOLS OF MEDICINE,PA-11-184,4T32MH020021-19,NIMH:229035\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF MENTAL HEALTH,Clinical Research; Health Services; Mental Health; ,SEATTLE,UNITED STATES,PSYCHIATRY,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"PUBLIC HEALTH RELEVANCE: The Psychiatry Primary Care NRSA T-32 fellowship will train physicians in health services research methods aimed at improving the quality of mental health care and mental health outcomes of patients in primary care and school-based systems of care. The research training will include both child (pediatrics and child psychiatrists) and adult (famil doctors, internists, and adult psychiatrists) graduates of residency programs. This fellowship addresses the critical shortage of physician investigators and provides excellent research training in the University of Washington MPH program at the School of Public Health.",1903798; ,"UNUTZER, JURGEN ;","HILL, LAUREN D",8/1/1998,6/30/2018,Award; National Research Service Awards; Primary Health Care; Psychiatry; ,Psychiatry Primary Care NRSA T-32 Award,20021,ZMH1,Special Emphasis Panel ,,,19,323992,21264,229035,0,0,1,1,TRUE
8934027,T32,GM,2,N,6/20/2016,7/1/2016,6/30/2017,859,T32GM071340,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,2T32GM071340-11,NIGMS:230530\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Bioengineering; Networking and Information Technology R&D; ,DURHAM,UNITED STATES,BIOSTATISTICS & OTHER MATH SCI,1,44387793,US,2221101,DUKE UNIVERSITY,NC,277054673,"PUBLIC HEALTH RELEVANCE: The mission of the Duke University Program in Computational Biology and Bioinformatics (CBB) is to train predoctoral students to become leaders at the interdisciplinary intersection of quantitative and biomedical sciences, using sophisticated computational methods to address contemporary challenges across biology and medicine. CBB accomplishes this mission through a thoughtfully designed and regularly evaluated set of program activities; a strong cadre of distinguished, experienced, participative, and collaborative faculty; and an intellectually vibrant community and campus environment-the combination of which ensures that CBB students receive the excellent training necessary to conduct research at the forefront of the rapidly evolving field of computational biology, or to pursue other career interests within the nexus of data-intensive biomedical sciences. Approved as a degree-granting Ph.D. program in 2002, and supported by an NIH T32 training grant since 2005, CBB continues to flourish and innovate, and has a perfect track record of placing its graduates into excellent positions across academia, industry, and government labs.",10546807; ,"MAGWENE, PAUL MITAARI;","MARCUS, STEPHEN",7/1/2005,6/30/2021,Bioinformatics; Computational Biology; Training Programs; ,Computational Biology and Bioinformatics Training Program,71340,TWD,NIGMS Initial Review Group ,,,11,219380,11150,230530,3,3,0,6,TRUE
9102191,T32,HG,4,N,6/10/2016,7/1/2016,6/30/2017,172,T32HG002536,SCHOOLS OF MEDICINE,PA-10-036,4T32HG002536-15,NHGRI:314598\,"TRAINING, INSTITUTIONAL",2016,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,Genetics; Human Genome; ,LOS ANGELES,UNITED STATES,GENETICS,33,92530369,US,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,900952000,"Genetics is now a major driving force for modern biomedical research. As genetic experiments become more automated and miniaturized, data analysis and interpretation become the biggest bottlenecks to discovery. This program seeks to train a new generation of computational geneticists able to turn this flood of data into useful biomedical knowledge.",1883035; ,"LANGE, KENNETH L;","COLLEY, HEATHER",7/1/2002,6/30/2017,Genomics; Grant; Training; ,Training Grant in Genomic Analysis and Interpretation,2536,GNOM,National Human Genome Research Institute Initial Review Group ,,,15,295762,18836,314598,0,1,0,1,TRUE
9103132,T32,GM,5,N,6/3/2016,7/1/2016,6/30/2017,859,T32GM074897,SCHOOLS OF PUBLIC HEALTH,PA-14-015,5T32GM074897-12,NIGMS:276636\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Genetics; Human Genome; Networking and Information Technology R&D; ,BOSTON,UNITED STATES,BIOSTATISTICS & OTHER MATH SCI,7,149617367,US,3212904,HARVARD SCHOOL OF PUBLIC HEALTH,MA,21156028,"PUBLIC HEALTH RELEVANCE: 8. Groundbreaking research and discovery in the life sciences in the 21st century are more interdisciplinary than ever. To expedite scientific advances in the 'omics' era, it is critical to train the next generation of quantitative health science students wh are strong in biostatistics, computational biology, molecular biology and genetic epidemiology, and who have enough basic knowledge that they can easily communicate and work with colleagues who have complementary areas of expertise.",10262064; 7043086 (contact); ,"HUTTENHOWER, CURTIS ; LIN, XIHONG  (contact);","GIBBS, KENNETH D",7/1/2005,6/30/2020,Computational Biology; Genetic; Genomics; Training; ,Interdisciplinary training: Statistical Genetics/Genomics & Computational Biology,74897,TWD,NIGMS Initial Review Group ,,,12,263256,13380,276636,0,3,0,3,TRUE
8997907,T32,GM,2,N,7/1/2016,7/1/2016,6/30/2017,859,T32GM008326,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,2T32GM008326-26,NIGMS:416492\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,LA JOLLA,UNITED STATES,CHEMISTRY,52,804355790,US,577507,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,920930934,"PUBLIC HEALTH RELEVANCE: The Molecular Biophysics Training Grant (MBTG) at the University of California, San Diego brings together faculty and students from the Physical Sciences and Health Sciences nucleating a campus wide community of Molecular Biophysicists. The MBTG provides a vibrant training program including an emphasis on strong quantitative fundamentals, hands-on training in instrumentation and computational approaches to find solutions to the most pressing problems in Biology and Medicine. Students come from diverse backgrounds and are some of the best and brightest who thrive on the challenge to become the next generation of leaders addressing scientific questions in Molecular Biophysics. The training program is under new leadership and includes an interdisciplinary curriculum, student mentoring and program activities to prepare the students for careers in Molecular Biophysics research and education.",1876582; ,"KOMIVES, ELIZABETH A;","FLICKER, PAULA F",7/1/1989,6/30/2021,Biophysics; Molecular; Training Programs; ,MOLECULAR BIOPHYSICS TRAINING PROGRAM,8326,TWD,NIGMS Initial Review Group ,,,26,391961,24531,416492,0,1,0,1,TRUE
9252003,T32,GM,3,N,8/11/2016,7/1/2016,6/30/2017,859,T32GM083937,SCHOOLS OF MEDICINE,PA-16-060,3T32GM083937-08S1,NIGMS:86341\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,NEW YORK,UNITED STATES,ADMINISTRATION,12,60217502,US,1514803,WEILL MEDICAL COLL OF CORNELL UNIV,NY,100654805,"PUBLIC HEALTH RELEVANCE: The Tri-Institutional Training Program in Computational Biology and Medicine (CBM) is a collaborative program involving Cornell University in Ithaca, NY, the Weill Cornell Medical College in New York City, and the Sloan-Kettering Institute (the research arm of the Memorial Sloan-Kettering Cancer Center). The program trains computational biologists in the interdisciplinary approaches they need to solve the complex problems that characterize biology and medicine.",6184534; ,"CHRISTINI, DAVID J;","MARCUS, STEPHEN",7/1/2009,6/30/2019,Research; Training; ,Increasing Access to Training in Reproducible Research Approaches,83937,TWD,NIGMS Initial Review Group ,,S1,8,79945,6396,86341,0,1,0,1,TRUE
9061698,T32,GM,5,N,6/24/2016,7/1/2016,6/30/2017,859,T32GM080177,SCHOOLS OF MEDICINE,PA-14-015,5T32GM080177-07,NIGMS:276636\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,BOSTON,UNITED STATES,BIOLOGY,7,47006379,US,3212902,HARVARD MEDICAL SCHOOL,MA,21156027,"PUBLIC HEALTH RELEVANCE: Systems biology is a new field that uses the tools of quantitative disciplines such as mathematics, computer science and physics to provide insight into complex biological and medical problems. Our Program brings together students and faculty from a wide range of disciplines to create a unique cross-Harvard community and an outstanding training experience.",1964871 (contact); 1898338; ,"MITCHISON, TIMOTHY J (contact); MURRAY, ANDREW W;","NIE, ZHONGZHEN",7/1/2010,6/30/2017,programs; Systems Biology; ,Harvard Systems Biology Graduate Program,80177,TWD,NIGMS Initial Review Group ,,,7,263256,13380,276636,0,0,3,3,TRUE
9087270,T32,GM,4,N,6/24/2016,7/1/2016,6/30/2017,859,T32GM008347,SCHOOLS OF MEDICINE,PA-11-184,4T32GM008347-25,NIGMS:569143\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Biotechnology; ,MINNEAPOLIS,UNITED STATES,BIOCHEMISTRY,5,555917996,US,1450402,UNIVERSITY OF MINNESOTA,MN,554552070,"This Biotechnology training program at the University of Minnesota has been in existence for twenty years and has brought together gifted trainees and faculty trainers from diverse disciplines that interface with biotechnology; and has created an innovative, cross-disciplinary research and educational endeavor. The emphasis of the next grant period will be on the design and synthesis of biological systems for biotechnology; which is of critical importance to future innovations and discoveries in biotechnology and represents an area that is uniquely suited for the combined expertise of our training faculty.",1955206; ,"HU, WEI-SHOU ;","BROWN, PATRICK",9/25/1990,6/30/2017,Biotechnology; Development; Future; Training; ,Training for Future Biotechnology Development,8347,BRT,National Institute of General Medical Sciences Initial Review Group ,,,25,612992,35681,569143,0,0,1,1,TRUE
9127214,T32,EB,5,N,8/30/2016,9/1/2016,8/31/2017,286,T32EB009383,SCHOOLS OF MEDICINE,PA-11-184,5T32EB009383-08,NIBIB:271242\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,,SAN FRANCISCO,UNITED STATES,BIOCHEMISTRY,12,94878337,US,577508,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,941186215,"PUBLIC HEALTH RELEVANCE: Over the past decade, biomedical research is rapidly becoming highly interdisciplinary, requiring well-coordinated teams of researchers that seamlessly transit between the multiple fields of biology, genetics, informatics, engineering, physics, and computer science. Through this training program, we intend to educate the next generation of biomedical scientists, empowering them to tackle the most pressing issues facing medicine, biology, and public health.",7064719; ,"DERISI, JOSEPH ;","BAIRD, RICHARD A",9/1/2009,8/31/2019,complex biological systems; programs; ,Integrative Program in Complex Biological System (ipCBS),9383,ZEB1,Special Emphasis Panel ,,,8,257622,13620,271242,0,0,1,1,TRUE
9031138,T32,HL,5,N,6/23/2016,7/1/2016,6/30/2017,838,T32HL125245,SCHOOLS OF MEDICINE,PA-14-015,5T32HL125245-02,NHLBI:142582\,"TRAINING, INSTITUTIONAL",2016,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Pediatric; ,CLEVELAND,UNITED STATES,PEDIATRICS,11,77758407,US,218601,CASE WESTERN RESERVE UNIVERSITY,OH,441061712,"PROJECT NARRATIVE This is a proposal for a new training program to enable scientists and physician-scientists to begin successful careers in pediatric respiratory research. This will involve intense mentorship by highly successful, NIH-funded investigators who will teach skills that candidates may need for a career focused on pediatric respiratory research. These skills will include, depending on the specific research interests of the trainees, studies of airway inflammation, respiratory control, bioinformatics and clinical trials. Trainees will be carefully mentored to ensure skill acquisition, successful coursework participation, data presentation, manuscript publication and grant preparation. We anticipate that we will launch three successful careers per year in pediatric respiratory research.",2091647; ,"GASTON, BENJAMIN ;","COLOMBINI-HATCH, SANDRA",7/1/2015,6/30/2020,Childhood; Research Training; respiratory; ,Pediatric Respiratory Research Training,125245,ZHL1,Special Emphasis Panel ,,,2,133357,9225,142582,1,0,0,1,TRUE
9012835,T32,HL,4,N,4/4/2016,4/1/2016,3/31/2017,837,T32HL069768,SCHOOLS OF MEDICINE,PA-11-184,4T32HL069768-15,NHLBI:348052\,"TRAINING, INSTITUTIONAL",2016,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,CHAPEL HILL,UNITED STATES,PATHOLOGY,4,608195277,US,578206,UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275990001,"Project Narrative To accelerate progress in the prevention and treatment of cardiovascular disease we must expand our knowledge of the basic mechanisms and pathways underlying the complexities of vascular biology by investigating these research areas from multiple directions. The interdisciplinary pre-doctoral training program in Integrative Vascular Biology (IVB program) at the University of North Carolina proposes to train future vascular biologists capable of implementing integrated approaches that combine 'cellular', 'whole animal' and 'human' systems through multidisciplinary collaborations that begin during pre-doctoral training. With its outstanding history in vascular biology research, its strong group of investigators, and its strength in animal model studies, the IVB Program at UNC offers an outstanding environment for multidisciplinary training of pre-doctoral students in broadly based areas of vascular biology-related research.",7944023; ,"MACK, CHRISTOPHER P.;","WANG, WAYNE C",4/1/2002,3/31/2017,Biology; Blood Vessels; pre-doctoral; Training Programs; ,Pre-doctoral Training Program in Integrative Vascular Biology,69768,ZHL1,Special Emphasis Panel ,,,15,374258,25499,348052,0,0,1,1,TRUE
9068315,T32,GM,5,N,7/25/2016,7/1/2016,6/30/2017,859,T32GM008646,SCHOOLS OF ARTS AND SCIENCES,PA-11-184,5T32GM008646-18,NIGMS:293465\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Stem Cell Research; Stem Cell Research - Embryonic - Human; ,SANTA CRUZ,UNITED STATES,BIOCHEMISTRY,20,125084723,US,577510,UNIVERSITY OF CALIFORNIA SANTA CRUZ,CA,950641077,"PUBLIC HEALTH RELEVANCE: Our Training Program offers students cutting-edge and interdisciplinary training in systems and approaches highly relevant to human health, such as stem cell biology, cancer biology, and neurodegenerative diseases. Basic research on such processes as cell division, signaling, and neurobiology also contributes to building the foundation of knowledge needed to understand development and disease.",1887808; ,"STROME, SUSAN ;","BENDER, MICHAEL T",7/1/1999,6/30/2019,Cellular biology; Developmental Biology; Molecular Biology; Training Programs; ,"Training Program in Molecular, Cell, and Developmental Biology",8646,TWD,NIGMS Initial Review Group ,,,18,275624,17841,293465,0,0,1,1,TRUE
9271311,T32,GM,3,N,8/4/2016,7/1/2016,6/30/2017,859,T32GM106999,SCHOOLS OF MEDICINE,PA-16-133,3T32GM106999-04S1,NIGMS:55341\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,LITTLE ROCK,UNITED STATES,PHARMACOLOGY,2,122452563,US,1471106,UNIV OF ARKANSAS FOR MED SCIS,AR,722057101,"PUBLIC HEALTH RELEVANCE: This Systems Pharmacology and Toxicology (SPaT) Program is designed for PhD students pursuing dissertation research projects in the pharmacological sciences at the University of Arkansas for Medical Sciences. A systems approach using in vivo animal models is necessary to establish efficacy, safety and the pharmacodynamic/pharmacokinetic profile of candidate drugs but there is a shortage of students trained in this area.",1915862; ,"MAYEUX, PHILIP R.;","KODURI, SAILAJA",7/1/2013,6/30/2018,Pharmacology and Toxicology; System; Training Programs; ,Systems Pharmacology and Toxicology Training Program,106999,TWD,NIGMS Initial Review Group ,,S1,4,51242,4099,55341,0,0,2,2,TRUE
9102229,T32,GM,4,N,5/26/2016,7/1/2016,6/30/2017,859,T32GM007518,SCHOOLS OF MEDICINE,PA-10-036,4T32GM007518-40,NIGMS:220880\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,STONY BROOK,UNITED STATES,PHARMACOLOGY,1,804878247,US,5992612,STATE UNIVERSITY NEW YORK STONY BROOK,NY,117943362,"The Molecular and Cellular Pharmacology training program provides graduate students with a solid background in the discipline of Pharmacology by bringing together training faculty from different research fields involved in the discovery, development and use of therapeutic compounds, offering courses both in the basic principles and systems pharmacology and by providing opportunities to the students to present their research in national and international meetings. The training grant supports the students early during their training (1st and sometimes 2nd year), aids in the recruitment and retention of diverse students and supports training in responsible conduct in research.",8630822; ,"GARCIA-DIAZ, MIGUEL ;","KODURI, SAILAJA",7/1/1977,6/30/2017,Grant; Science; Training; ,Training grant in Pharmacological Sciences,7518,BRT,National Institute of General Medical Sciences Initial Review Group ,,,40,285656,17841,220880,0,0,1,1,TRUE
8994740,T32,HL,5,N,12/18/2015,2/1/2016,1/31/2017,837,T32HL069749,SCHOOLS OF MEDICINE,PA-11-184,5T32HL069749-13,NHLBI:458932\,"TRAINING, INSTITUTIONAL",2016,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Cardiovascular; ,DURHAM,UNITED STATES,INTERNAL MEDICINE/MEDICINE,1,44387793,US,2221101,DUKE UNIVERSITY,NC,277054673,"The purpose of this grant is to train the next generation of thought leaders in cardiovascular clinical research. These clinical researches will bring scientific advancements in the care of patients with cardiovascular disease from bench to bedside through the translation of promising early-phase therapies/treatments into large-scale human testing and will lead research efforts in the comparative effectiveness of new and existing therapies, optimizing systems of care to promote high quality treatment patterns, and epidemiological study. Trainees supported by this grant are expected to make major scientific contributions to medicine in their academic research careers and have a significant impact on public health.",1884413; ,"MARK, DANIEL B;","CARLSON, DREW E",7/1/2003,1/31/2019,Cardiovascular system; Clinical Research; post-doctoral training; ,Postdoctoral Training in Cardiovascular Clinical Research,69749,NITM,NHLBI Institutional Training Mechanism Review Committee ,,,13,426940,31992,458932,0,0,1,1,TRUE
9091414,T32,HS,5,N,6/15/2016,7/1/2016,6/30/2017,225,T32HS000084,SCHOOLS OF MEDICINE,RFA-HS-12-008,5T32HS000084-19,AHRQ:425973\,"TRAINING, INSTITUTIONAL",2016,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,CHICAGO,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,1,5421136,US,1413601,UNIVERSITY OF CHICAGO,IL,606375418,"PUBLIC HEALTH RELEVANCE: With healthcare at the forefront of our national dialogue and pressure to shift how we provide care, it is essential for us to understand the forces that shape and direct the current systems. They include employers, the general public, patients, healthcare providers, politicians and other institutions involved in healthcare delivery. The purpose of this grant is to fund outstanding researchers, trained through sound scholarship who will inform sound decision-making on structures, policy, training and service delivery.",7367773; ,"CAGNEY, KATHLEEN A.;","BENJAMIN, SHELLEY",7/1/1998,6/30/2018,,Health Services Research Training Grant - Renewal 01,84,ZHS1,Special Emphasis Panel ,,,19,,,425973,0,0,1,1,TRUE
9073993,T32,EB,1,N,3/31/2016,4/1/2016,3/31/2017,286,T32EB019944,BIOMED ENGR/COL ENGR/ENGR STA,PA-14-015,1T32EB019944-01A1,NIBIB:185384\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,,CHAMPAIGN,UNITED STATES,ENGINEERING (ALL TYPES),13,41544081,US,577704,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,IL,618207406,"PUBLIC HEALTH RELEVANCE: We propose to establish a Tissue Microenvironment (TiMe) Training Program at the University of Illinois at Urbana-Champaign. Focusing on three technological themes- bioengineering, imaging and sensing, and computational modeling-the program will focus on both intellectual and professional development of students. Building on the collaborative faculty, leading disciplinary expertise at Illinois, and extensive facilities and  exceptional institutional support, this unique educational platform will train the next generation f interdisciplinary leaders capable of undertaking fundamental research and enabling translational advances.",8460402; ,"BHARGAVA, ROHIT ;","BAIRD, RICHARD A",4/1/2016,3/31/2021,Tissues; Training Programs; ,Tissue microenvironment (TiMe) training program,19944,ZEB1,Special Emphasis Panel ,,A1,1,176240,9144,185384,0,1,0,1,TRUE
8984312,T32,HL,5,N,6/9/2016,7/1/2016,6/30/2017,837,T32HL007954,SCHOOLS OF MEDICINE,PA-14-015,5T32HL007954-17,NHLBI:673109\,"TRAINING, INSTITUTIONAL",2016,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Cardiovascular; ,PHILADELPHIA,UNITED STATES,PATHOLOGY,2,42250712,US,6463801,UNIVERSITY OF PENNSYLVANIA,PA,191046205,"Cardiovascular diseases remain the dominant cause of morbidity and mortality in the US, and vascular systems impact the health of every organ system. Biomedical research is increasingly driven by computational, engineering, and systems biology approaches to the study of fundamental mechanisms of tissue function/dysfunction to target translational objectives. The need for pre-doctoral and postdoctoral cardiovascular research training integrated across the Medical, Engineering and Physical Sciences Schools to address multidisciplinary objectives is addressed in this training grant.",1882125; ,"DAVIES, PETER FRANCIS;","CARLSON, DREW E",5/5/2000,6/30/2020,Biology; Cardiovascular system; multidisciplinary; Training; ,Multidisciplinary Training in Cardiovascular Biology,7954,ZHL1,Special Emphasis Panel ,,,17,630360,42749,673109,0,1,1,2,TRUE
9062411,T32,LM,8,N,4/5/2016,5/1/2016,4/30/2017,398,T32LM012424,SCHOOLS OF ARTS AND SCIENCES,RFA-HG-14-004,8T32LM012424-02,OD:263927\,"TRAINING, INSTITUTIONAL",2016,NATIONAL LIBRARY OF MEDICINE,,LOS ANGELES,UNITED STATES,BIOCHEMISTRY,33,92530369,US,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,900952000,"PUBLIC HEALTH RELEVANCE: Since 2008, the UCLA Bioinformatics Program has recruited a growing number of outstanding students trained at the boundary of biology and computational sciences. The proposed Biomedical Big data Training program will support a subset of these students with an interest in developing and applying skills to analyze massive scale biomedical data, such as sequence, proteomics, and medical records. The students will take specialized big data courses and work with pairs of mentors with expertise in big data and either experimental of computational biology.",8825717; ,"PELLEGRINI, MATTEO ;","YE, JANE",5/1/2015,4/30/2020,big biomedical data; Grant; Training; ,Biomedical Big Data Training Grant,12424,ZRG1,Special Emphasis Panel ,,,2,249517,14410,263927,1,1,0,2,TRUE
9150736,T32,HL,2,N,5/25/2016,7/1/2016,6/30/2017,837,T32HL007035,SCHOOLS OF MEDICINE,PA-14-015,2T32HL007035-41A1,NHLBI:1053480\,"TRAINING, INSTITUTIONAL",2016,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,BOSTON,UNITED STATES,INTERNAL MEDICINE/MEDICINE,7,604483045,US,894901,BOSTON UNIVERSITY MEDICAL CAMPUS,MA,21182841,"Project Narrative The science of health and disease has become increasingly complex, requiring highly coordinated research efforts to ask and answer relevant questions and sophisticated environments to train the individuals who will make tomorrow's most important discoveries. This T32 program offers training for predoctoral PhD students and postdoctoral MD and PhD fellows in the most advanced areas of lung science in an integrated fashion, concentrating on providing high quality mentorship in the scientific disciplines most likely to make advancements in the diagnosis and treatment of lung diseases: Regenerative Medicine and Development; Genomics and Bioinformatics; Infection and Immunity; Biomedical Engineering; and Clinical Sciences Research.",1864129 (contact); 1917012; ,"CENTER, DAVID M. (contact); MIZGERD, JOSEPH P;","COLOMBINI-HATCH, SANDRA",7/1/1975,6/30/2021,Biology; Lung; multidisciplinary; programs; ,Biology of the Lung: A Multidisciplinary Program,7035,NITM,NHLBI Institutional Training Mechanism Review Committee ,,A1,41,984238,69242,1053480,1,0,0,1,TRUE
